# WhiteNoise	RandomWalk	GaussMarkov1	GaussMarkov2
1.75112044	-5.35625029	-5.30177013	-5.14558197
1.36840746	-3.98784283	-3.93071245	-3.76689363
0.25929296	-3.72854987	-3.66945462	-3.50007441
1.23135144	-2.49719843	-2.43626891	-2.26172982
0.11707892	-2.38011951	-2.31797216	-2.14013195
2.09695481	-0.28316470	-0.21985865	-0.03890116
0.35289154	0.06972684	0.13314279	0.31406810
0.70574313	0.77546997	0.83881936	1.01918373
0.32733212	1.10280209	1.16573218	1.34447952
-0.71547630	0.38732580	0.44967316	0.62631695
-1.44865181	-1.06132601	-0.99920342	-0.82358624
0.17198188	-0.88934413	-0.82672207	-0.64995883
0.36521663	-0.52412750	-0.46109218	-0.28344359
0.88122993	0.35710242	0.42036823	0.59835266
-1.51711104	-1.16000862	-1.09695294	-0.91995389
-1.66104665	-2.82105527	-2.75745126	-2.57916248
1.95099007	-0.87006520	-0.80508281	-0.62301924
0.97565959	0.10559439	0.17097923	0.35388515
-0.99687518	-0.89128079	-0.82598142	-0.64369709
0.47072451	-0.42055627	-0.35484402	-0.17168647
-0.60026202	-1.02081830	-0.95492866	-0.77160546
-0.26816863	-1.28898693	-1.22261994	-1.03823242
-1.78256320	-3.07155012	-3.00457198	-2.81872123
1.29491895	-1.77663117	-1.70815112	-1.51817047
0.00115684	-1.77547433	-1.70614042	-1.51398032
-0.32411108	-2.09958541	-2.02939864	-1.83506647
-0.63669689	-2.73628230	-2.66508109	-2.46809689
0.02112565	-2.71515664	-2.64262322	-2.44203997
1.43244562	-1.28271103	-1.20885663	-1.00471516
-0.16027500	-1.44298603	-1.36852735	-1.16298274
-0.48944387	-1.93242990	-1.85728713	-1.65010297
1.12873523	-0.80369467	-0.72762348	-0.51807083
-0.41033360	-1.21402827	-1.13759337	-0.92736932
0.15809421	-1.05593405	-0.97893050	-0.76742222
0.15881477	-0.89711929	-0.81962639	-0.60707415
-0.59338782	-1.49050711	-1.41260450	-1.19924903
0.13269790	-1.35780921	-1.27920047	-1.06415503
-1.80520696	-3.16301617	-3.08376799	-2.86723581
-1.07139273	-4.23440890	-4.15361922	-3.93289980
-0.63403014	-4.86843904	-4.78557307	-4.55907200
-0.51741105	-5.38585009	-5.30059194	-5.06737402
-1.06528463	-6.45113473	-6.36322694	-6.12253403
-0.41005760	-6.86119232	-6.77010371	-6.52035880
-0.76129537	-7.62248769	-7.52801488	-7.26862648
-2.35106572	-9.97355341	-9.87531753	-9.60516948
-0.99556398	-10.96911739	-10.86594508	-10.58154231
-0.31926013	-11.28837752	-11.17977360	-10.87966051
-0.16078551	-11.44916303	-11.33497062	-11.01870844
-0.08835149	-11.53751452	-11.41765604	-11.08504454
-0.85888377	-12.39639829	-12.27083241	-11.92178037
2.08664085	-10.30975744	-10.17805768	-9.81131979
-1.08128902	-11.39104646	-11.25425894	-10.87300578
0.13367394	-11.25737252	-11.11495928	-10.71760756
-0.55901500	-11.81638752	-11.66841819	-11.25520877
0.20091055	-11.61547697	-11.46167489	-11.03181030
-1.19198865	-12.80746563	-12.64793414	-12.20175738
-0.64170366	-13.44916928	-13.28331541	-12.81908191
-0.67970769	-14.12887698	-13.95638311	-13.47317706
-0.72111081	-14.84998779	-14.67051747	-14.16736845
0.77882624	-14.07116155	-13.88435781	-13.36023579
1.81412380	-12.25703775	-12.06329356	-11.51941822
0.35754711	-11.89949064	-11.69971631	-11.13885529
0.38390226	-11.51558838	-11.30996566	-10.73269759
0.41135055	-11.10423783	-10.89296154	-10.29990309
0.47247157	-10.63176627	-10.41504486	-9.80685231
0.24115325	-10.39061302	-10.16868539	-9.54610496
0.06662178	-10.32399124	-10.09698054	-9.46041005
-1.24590782	-11.56989906	-11.33784113	-10.68741596
-0.44459842	-12.01449748	-11.77677205	-11.11066091
-0.72036411	-12.73486159	-12.49124924	-11.80882590
0.01525752	-12.71960407	-12.46974766	-11.76997433
0.22483051	-12.49477356	-12.23868384	-11.52162740
0.35362595	-12.14114762	-11.87894008	-11.14498123
-0.97008082	-13.11122844	-12.84308292	-12.09279436
0.84449620	-12.26673224	-11.99216678	-11.22413675
0.38321208	-11.88352016	-11.60296012	-10.81849882
0.41553384	-11.46798632	-11.18162624	-10.38134960
1.11164062	-10.35634569	-10.06439620	-9.24896703
-0.48020113	-10.83654683	-10.53956639	-9.71068871
-0.84438143	-11.68092826	-11.37867936	-10.53566818
-0.09968758	-11.78061584	-11.47267902	-10.61430548
-1.26908242	-13.04969826	-12.73602654	-11.86218050
-0.03996162	-13.08965989	-12.76962174	-11.87844148
0.50263068	-12.58702921	-12.26060785	-11.35207766
0.02434561	-12.56268360	-12.23013347	-11.30505058
0.21128129	-12.35140232	-12.01273865	-11.07118179
2.32901723	-10.02238509	-9.67771655	-8.72004433
0.22040942	-9.80197567	-9.45246948	-8.48221225
0.19129581	-9.61067986	-9.25644862	-8.27396897
1.92429871	-7.68638115	-7.32752285	-6.33313886
-0.02351856	-7.70989971	-7.34737856	-6.34400380
0.57295199	-7.13694772	-6.77075380	-5.75837648
-0.69584857	-7.83279629	-7.46321784	-6.44271980
0.81389949	-7.01889680	-6.64558767	-5.61594775
0.15634084	-6.86255596	-6.48592487	-5.44838624
0.29938754	-6.56316842	-6.18329518	-5.13811282
0.48768733	-6.07548109	-5.69251697	-4.64015953
1.62106289	-4.45441820	-4.06860853	-3.00982560
-0.05001013	-4.50442833	-4.11658486	-3.05382209
1.45332531	-3.05110302	-2.66120178	-1.59439524
0.04088669	-3.01021632	-2.61898481	-1.55032294
-0.34204352	-3.35225984	-2.95971916	-1.88926891
-1.57078039	-4.92304023	-4.52902006	-3.45627453
1.72781642	-3.19522381	-2.79893970	-1.72155248
-1.38967499	-4.58489880	-4.18721557	-3.10778780
1.01045124	-3.57444755	-3.17467124	-2.09112719
0.04709572	-3.52735184	-3.12598859	-2.03985340
0.34273315	-3.18461869	-2.78169283	-1.69304462
1.23717082	-1.94744787	-1.54313152	-0.45249110
-0.12212337	-2.06957123	-1.66448351	-0.57371038
0.97610351	-1.09346772	-0.68754796	0.40353940
-0.72508426	-1.81855199	-1.41228854	-0.32235114
-1.34469078	-3.16324277	-2.75627336	-1.66639786
-0.04515150	-3.20839428	-2.80004707	-1.70821990
1.10271810	-2.10567618	-1.69592930	-0.60208878
0.09696255	-2.00871363	-1.59811899	-0.50392325
0.47932782	-1.52938581	-1.11799232	-0.02358860
0.38494381	-1.14444200	-0.73248965	0.36140234
0.29556443	-0.84887757	-0.43655907	0.65624469
-0.08642856	-0.93530613	-0.52276940	0.56850496
-2.12898495	-3.06429108	-2.65149303	-1.56161587
0.38328012	-2.68101096	-2.26688750	-1.17521564
-0.72374801	-3.40475897	-2.98950235	-1.89661557
0.35625712	-3.04850185	-2.63175085	-1.53656900
-1.24814244	-4.29664429	-3.87857774	-2.78164138
0.46609883	-3.83054545	-3.41054010	-2.30998482
-0.08639379	-3.91693925	-3.49522905	-2.39176326
1.20217327	-2.71476598	-2.29130860	-1.18481125
-2.51063240	-5.22539837	-4.80079563	-3.69307639
0.76114491	-4.46425347	-4.03725093	-2.92455271
0.54575367	-3.91849980	-3.48947914	-2.37295578
0.76078182	-3.15771798	-2.72695302	-1.60743279
0.51558340	-2.64213458	-2.21000648	-1.08863774
-1.17334359	-3.81547817	-3.38224534	-2.25980623
0.66363971	-3.15183845	-2.71691493	-1.59165142
1.64310224	-1.50873622	-1.07245457	0.05463094
1.72056655	0.21183033	0.64864807	1.77508834
-0.23940255	-0.02757221	0.40892128	1.53213916
1.19935895	1.17178673	1.60807582	2.72843689
-0.02736493	1.14442180	1.57990705	2.69562054
-0.57535043	0.56907137	1.00376686	2.11488425
-0.26273525	0.30633612	0.74052985	1.84792346
-1.38983701	-1.08350089	-0.64967733	0.45439430
0.85109245	-0.23240844	0.20173988	1.30457887
-0.60239708	-0.83480552	-0.40075805	0.69957524
-0.18516026	-1.01996579	-0.58571798	0.51301722
-1.54489838	-2.56486416	-2.13032357	-1.03290616
0.65832622	-1.90653795	-1.47093246	-0.37251620
-1.11690521	-3.02344315	-2.58710239	-1.48867712
0.01518532	-3.00825783	-2.57062384	-1.47051742
-0.56637404	-3.57463187	-3.13571289	-2.03395336
-1.34798592	-4.92261779	-4.48213134	-3.37787544
-0.99677447	-5.91939225	-5.47666530	-4.36790090
0.86013629	-5.05925597	-4.61379137	-3.49903755
1.34420716	-3.71504881	-3.26727789	-2.14783931
-0.15649491	-3.87154372	-3.42213957	-2.30004283
0.46843708	-3.40310664	-2.95199184	-1.82701026
2.09496028	-1.30814635	-0.85555593	0.27160039
1.11582411	-0.19232225	0.26069585	1.38688184
1.21689349	1.02457125	1.47745903	2.60100435
-0.47280660	0.55176464	1.00391388	2.12300093
0.38323370	0.93499835	1.38664575	2.50199288
1.10076166	2.03576001	2.48671426	3.59775555
0.07643603	2.11219604	2.56190725	3.66700327
0.29216189	2.40435793	2.85278850	3.95183848
1.62181196	4.02616989	4.47317442	5.56575465
0.59652618	4.62269606	5.06746457	6.15116044
-0.56974987	4.05294619	4.49518160	5.56912054
-0.72446321	3.32848298	3.76847135	4.83353022
-0.80526831	2.52321466	2.96131928	4.01860451
0.51237041	3.03558508	3.47220940	4.52294575
1.00613192	4.04171699	4.47660565	5.52004081
-0.53544439	3.50627261	3.93892352	4.97356737
0.52611560	4.03238821	4.46307015	5.48974578
1.13411131	5.16649952	5.59495049	6.61288858
0.01542755	5.18192707	5.60758126	6.61510356
1.16408698	6.34601405	6.76886514	7.76597355
-0.54655847	5.79945557	6.21892308	7.20389866
2.28256271	8.08201828	8.49837711	9.47206797
1.08026888	9.16228716	9.57439786	10.53341164
-0.30568374	8.85660342	9.26392812	10.20668213
-1.15854123	7.69806219	8.10075608	9.02774793
0.94683815	8.64490034	9.04354487	9.95654863
-1.39440616	7.25049418	7.64461807	8.54224928
0.42390743	7.67440162	8.06470415	8.94908928
1.03473204	8.70913366	9.09540484	9.96594103
-0.05997892	8.64915473	9.03087935	9.88605015
1.67197498	10.32112972	10.69834002	11.53827279
-0.90902278	9.41210693	9.78396941	10.60619652
0.43234590	9.84445283	10.21142454	11.01735122
0.80279414	10.64724697	11.00911424	11.79813268
0.98691817	11.63416514	11.99052923	12.76147816
0.46411789	12.09828303	12.44865336	13.20009860
0.50588586	12.60416889	12.94831645	13.67961065
-0.68936943	11.91479946	12.25247448	12.96290934
-1.55583925	10.35896021	10.69051052	11.38117018
0.24000713	10.59896734	10.92517373	11.59843771
0.94693519	11.54590253	11.86664770	12.52219921
0.32646372	11.87236625	12.18717958	12.82364356
-1.56806295	10.30430330	10.61302456	11.22995895
-0.20262599	10.10167730	10.40509338	11.00489549
0.69134701	10.79302431	11.09123915	11.67425470
0.66744777	11.46047209	11.75314269	12.31837729
-0.02469556	11.43577652	11.72257202	12.26906960
1.73725452	13.17303104	13.45396672	13.98181050
0.11132119	13.28435223	13.55856261	14.06519601
-0.91379667	12.37055556	12.63798835	13.12329707
0.15259984	12.52315541	12.78427078	13.24967654
1.19694013	13.72009554	13.97482037	14.42014380
0.45144379	14.17153933	14.41927850	14.84277613
-1.09490095	13.07663838	13.31716971	13.71821929
-0.54359737	12.53304100	12.76691542	13.14721289
1.16203082	13.69507182	13.92256437	14.28297556
-1.26266589	12.43240593	12.65293894	12.99177227
0.62051897	13.05292490	13.26713302	13.58633366
-0.65341637	12.39950854	12.60708475	12.90577178
0.62187668	13.02138521	13.22265946	13.50186271
0.24263188	13.26401710	13.45868167	13.71751785
-1.56089977	11.70311732	11.89105423	12.12921046
0.44471535	12.14783267	12.32982554	12.54969163
1.14562557	13.29345824	13.46928774	13.67024290
-1.62773558	11.66572265	11.83481919	12.01519415
0.08866816	11.75439081	11.91757142	12.07985593
0.82030176	12.57469257	12.73191588	12.87602212
0.12714993	12.70184250	12.85270145	12.97744575
-1.63454663	11.06729587	11.21173007	11.31697016
-0.21818334	10.84911253	10.98794227	11.07617550
0.78541436	11.63452689	11.76786403	11.83945965
0.24677407	11.88130096	12.00875564	12.06257846
-0.34536323	11.53593773	11.65738953	11.69311418
-0.24552591	11.29041182	11.40603638	11.42422541
0.83479384	12.12520566	12.23512863	12.23619364
-0.20117952	11.92402614	12.02783307	12.01056618
1.36169692	13.28572306	13.38351758	13.34826598
1.57211271	14.85783577	14.94894020	14.89370883
0.20940561	15.06724137	15.15087320	15.07335679
0.06307708	15.13031845	15.20637675	15.10631728
-1.41535370	13.71496475	13.78342175	13.66078114
0.62758657	14.34255132	14.40411833	14.26107345
0.51505238	14.85760370	14.91197045	14.74763218
1.56721146	16.42481516	16.47172779	16.28537785
-0.13024382	16.29457133	16.33325016	16.12259582
0.03431450	16.32888583	16.35940008	16.12469735
-0.24882998	16.08005586	16.10239245	15.84365021
-0.78327533	15.29678053	15.31106794	15.02871925
-0.09794113	15.19883940	15.20547319	14.90075072
-1.00791556	14.19092384	14.18995679	13.86306344
0.10265563	14.29357947	14.28551921	13.93802065
0.18612573	14.47970521	14.46450398	14.09629820
0.57052667	15.05023187	15.02780020	14.63866044
0.51118685	15.56141872	15.53147502	15.12059923
-0.77771935	14.78369937	14.74599187	14.31266890
-1.38933883	13.39436053	13.34928189	12.89473333
0.08335268	13.47771322	13.42596160	12.95232232
0.66528706	14.14300028	14.08453736	13.59173063
-0.57256830	13.57043199	13.50492856	12.99200604
-0.56568433	13.00474765	12.93249345	12.40036366
0.59394505	13.59869270	13.51997386	12.96953276
-0.73477879	12.86391391	12.77843678	12.20884083
-2.63170538	10.23220853	10.14034378	9.55274217
-0.29121985	9.94098869	9.84405503	9.24243593
1.37114615	11.31213483	11.21028038	10.59511568
1.33780288	12.64993771	12.54247951	11.91174950
0.73996810	13.38990581	13.27617794	12.62791791
0.72755434	14.11746015	13.99709585	13.33024165
-0.03453428	14.08292587	13.95556477	13.26907353
1.77444394	15.85736981	15.72303267	15.01700585
0.38372259	16.24109240	16.09889572	15.37072445
0.90138983	17.14248223	16.99223811	16.24140354
-1.33714467	15.80533756	15.64659944	14.87180853
-0.19011364	15.61522392	15.44866446	14.65198099
-0.46992024	15.14530367	14.97102181	14.15278607
0.74147653	15.88678021	15.70501470	14.86598532
-2.25210232	13.63467789	13.44506184	12.58418074
-2.32919868	11.30547922	11.10914232	10.22983886
1.01990300	12.32538221	12.12349213	11.22930262
-0.60384320	11.72153902	11.51358870	10.60302327
-0.55916394	11.16237508	10.94866941	10.02267447
0.81774268	11.98011776	11.76093913	10.82039184
0.01227182	11.99238958	11.76733195	10.81104450
1.01747189	13.00986147	12.77892164	11.80691591
0.35985072	13.36971220	13.13238450	12.14317640
1.04736970	14.41708189	14.17318965	13.16628401
1.24306693	15.66014882	15.40917176	14.38304469
0.47788990	16.13803872	15.87935899	14.83219725
0.28038432	16.41842304	16.15180561	15.08294681
-0.42914449	15.98927854	15.71458724	14.62366657
0.64344172	16.63272026	16.35017362	15.23789018
-0.55953966	16.07318060	15.78246092	14.64790520
1.64470909	17.71788969	17.41928075	16.26334776
-0.32936118	17.38852851	17.08121211	15.90149238
-1.61227249	15.77625602	15.46040114	14.25744869
-1.31797172	14.45828430	14.13470116	12.91099057
-0.15676202	14.30152228	13.97087356	12.72843237
0.31617864	14.61770092	14.28006850	13.01917959
0.44505323	15.06275415	14.71798349	13.43822048
-1.13328417	13.92946998	13.57734217	12.27808673
2.02014413	15.94961411	15.59069932	14.27369923
0.03334391	15.98295802	15.61624983	14.27852426
-0.71939918	15.26355883	14.88904447	13.53059657
-0.01474655	15.24881228	14.86685526	13.48881587
0.27181714	15.52062942	15.13124082	13.73368233
0.92077050	16.44139992	16.04444759	14.62701292
-1.19773704	15.24366288	14.83869033	13.40005108
-0.54149659	14.70216628	14.28977625	12.83178117
0.91492375	15.61709003	15.19755689	13.72106700
0.00038529	15.61747532	15.19034530	13.69403757
0.17283271	15.79030802	15.35558473	13.83950958
-0.99152631	14.79878171	14.35638255	12.82033191
-1.68475554	13.11402617	12.66445061	11.10996133
-2.16074191	10.95328426	10.49737806	8.92702170
1.79407863	12.74736289	12.28620931	10.70326413
1.01639951	13.76376241	13.29646726	11.69827851
0.31566120	14.07942361	13.60548189	11.99056653
0.59727442	14.67669803	14.19595527	12.56388378
1.05858601	15.73528404	15.24744508	13.59736714
-0.11713659	15.61814745	15.12268667	13.45306300
0.00464389	15.62279134	15.11977111	13.43082765
-0.11088692	15.51190443	15.00132620	13.29310592
1.61549999	17.12740442	16.60932740	14.88204627
-0.45386865	16.67353577	16.14715616	14.39844327
-0.58666523	16.08687054	15.55241937	13.78300993
0.30409595	16.39096649	15.84874106	14.05956741
-0.99830826	15.39265823	14.84251041	13.03316812
-0.65214568	14.74051255	14.18294533	12.35498215
-1.48402928	13.25648327	12.69182635	10.84626760
0.69806159	13.95454486	13.38354361	11.52265833
0.13396299	14.08850785	13.51081650	11.63359903
-0.50594720	13.58256066	12.99811559	11.10440789
1.61561308	15.19817373	14.60723123	12.69783435
1.00171939	16.19989312	15.60164883	13.67418344
-1.67341793	14.52647519	13.92043202	11.97344448
0.62026634	15.14674153	14.53373988	12.56978786
-0.45245226	14.69428927	14.07402257	12.09222115
0.28153102	14.97582029	14.34851834	12.34959189
-0.00058322	14.97523707	14.34076265	12.32433417
0.06829771	15.04353478	14.40189177	12.36800784
1.38152743	16.42506221	15.77622006	13.72482398
1.33489281	17.75995501	17.10322673	15.03229457
0.02770809	17.78766310	17.12238534	15.02996811
-0.64945606	17.13820704	16.46437022	14.35048215
1.25250216	18.39070920	17.70864226	15.57431203
0.15982564	18.55053484	17.85961579	15.70302018
1.99366698	20.54420182	19.84435520	17.66531250
2.35146873	22.89567056	22.18590423	19.98148592
-0.66914362	22.22652693	21.50567043	19.27241926
-0.64450974	21.58201720	20.85041055	18.58940320
0.27823186	21.86024906	21.11821981	18.83049341
-0.61507587	21.24517319	20.49258747	18.17779420
-1.18703698	20.05813621	19.29530676	16.95443796
0.73403601	20.79217222	20.01969753	17.65459898
-1.62955837	19.16261386	18.38013181	15.98976670
-1.98660731	17.17600655	16.38433674	13.97121182
2.28971260	19.46571915	18.66585922	16.23300992
-0.29108603	19.17463313	18.36544260	15.90949032
1.39983297	20.57446610	19.75609514	17.27753611
-0.00398496	20.57048114	19.74223461	17.23903061
1.64158851	22.21206965	21.37395447	18.84617552
-1.04835399	21.16371566	20.31491617	17.76016684
2.57371203	23.73742769	22.87847328	20.29839403
-1.44394375	22.29348394	21.42309315	18.81389406
0.05531717	22.34880111	21.46770145	18.83162105
0.19831576	22.54711686	21.65528604	18.99231120
-0.91231029	21.63480657	20.73215081	18.04205424
-1.20094722	20.43385935	19.52084010	16.80505897
-0.48187173	19.95198762	19.02921040	16.28961072
0.95085673	20.90284435	19.97055490	17.20792078
1.64021879	22.54306314	21.60079091	18.81375812
-1.44684567	21.09621747	20.14314754	17.32932254
0.58576652	21.68198400	20.71884501	17.88046505
-0.69717561	20.98480839	20.01131257	17.14756426
-0.59186695	20.39294144	19.40944247	16.52143645
-0.97953364	19.41340780	18.42020653	15.50889296
-0.47063566	18.94277214	17.94036307	15.00727051
-1.48992378	17.45284836	16.44147135	13.48736218
-1.01720347	16.43564489	15.41604920	12.44321095
1.06511132	17.50075621	16.47345443	13.48346072
1.55464072	19.05539693	18.01986048	15.01116146
0.14228096	19.19767789	18.15313376	15.12345010
-2.79873919	16.39893870	15.34532027	12.29449424
-0.94853199	15.45040672	14.38911754	11.32139784
0.23574092	15.68614763	14.61766570	11.53451859
1.35462598	17.04077362	15.96498468	12.86609859
0.16524374	17.20601736	16.12224792	13.00563585
-1.37201270	15.83400466	14.74217611	11.60763787
-0.10190452	15.73210014	14.63290235	11.48254127
0.02063814	15.75273828	14.64622587	11.48023728
0.49619005	16.24892833	15.13509463	11.95348980
-0.87495450	15.37397383	14.25257448	11.05465221
-1.08450212	14.28947172	13.16094786	9.94806289
0.06434333	14.35381505	13.21871236	9.99252998
0.13502258	14.48883763	13.34712723	10.10758747
1.22870545	15.71754308	14.56916079	11.31609795
0.06243433	15.77997741	14.62431236	11.35592270
-1.05899185	14.72098555	13.55801018	10.27424169
0.90615160	15.62713715	14.45738447	11.15986534
1.41910562	17.04624278	15.86926320	12.55667354
0.37353174	17.41977452	16.23486230	12.90511704
-0.05912380	17.36065072	16.16762310	12.82020879
-2.03107342	15.32957730	14.12846788	10.76352058
-0.48513127	14.84444603	13.63627415	10.25688378
1.14633629	15.99078232	14.77579400	11.38272680
0.55564824	16.54643055	15.32405619	11.91563234
-0.50699560	16.03943496	14.80940048	11.38482929
2.28121371	18.32064867	17.08321134	13.64329610
-1.02299291	17.29765576	16.05167896	12.59304387
0.39809557	17.69575133	16.44175070	12.96597851
-1.64534555	16.05040578	14.78818633	11.29472692
0.27166988	16.32207566	15.05246396	11.54382992
-1.64273697	14.67933869	13.40220265	9.87802837
-2.01004319	12.66929550	11.38546003	7.84824887
-0.61561706	12.05367844	10.76415166	7.21695099
1.71377215	13.76745059	12.47254308	8.91630367
0.34250869	14.10995929	12.80881706	9.24099757
0.28542673	14.39538601	13.08784098	9.50796077
2.12794269	16.52332871	15.20924139	11.61690655
1.11550042	17.63882913	16.31713909	12.70919638
0.68627113	18.32510026	16.99525370	13.37007452
-0.80988186	17.51521841	16.17687634	12.53347924
1.42949854	18.94471695	17.59828846	13.93793587
0.35474565	19.29946260	17.94423717	14.26483350
-0.48117219	18.81829040	17.45409509	13.75516015
-0.23285765	18.58543275	17.21251258	13.49481968
-0.67719139	17.90824137	16.52671709	12.79066562
0.23037871	18.13862008	16.74883451	12.99548857
0.30578681	18.44440689	17.04624899	13.27531037
-0.43925676	18.00515012	16.59847123	12.80952952
-0.59867538	17.40647474	15.99149869	12.18526068
0.23384137	17.64031611	16.21734631	12.39475588
1.50793338	19.14824949	17.71717304	13.87792452
-0.50402181	18.64422768	17.20429486	13.34617460
1.89137664	20.53560432	19.08707150	15.21088556
1.24081047	21.77641479	20.31834082	16.42130466
-0.32669740	21.44971739	19.98148679	16.06179748
0.15866067	21.60837806	20.13015922	16.18836666
-0.31944903	21.28892903	19.80064762	15.83657325
-1.80888178	19.48004726	17.98186800	13.99604998
0.13101016	19.61105741	18.10388947	14.09909601
-0.34282705	19.26823036	17.75201274	13.72809895
0.08177322	19.35000359	17.82491217	13.78244341
-1.52932012	17.82068347	16.28668182	12.22558595
-1.37576054	16.44492293	14.90277998	10.82539867
0.72623330	17.17115622	15.62156375	11.53000281
-0.19667973	16.97447649	15.41707519	11.31028612
-2.24622464	14.72825185	13.16314394	9.04146351
-0.90175935	13.82649250	12.25480466	8.12163930
1.78597507	15.61246757	14.03465386	9.89138733
2.18858417	17.80105174	16.21622246	12.06020849
-0.39814240	17.40290934	15.80997397	11.63796978
-0.40229889	17.00061045	15.39977207	11.21241821
1.46518826	18.46579871	16.85726237	12.65520404
0.02364469	18.48944340	16.87248053	12.65356362
0.53665391	19.02609731	17.40070031	13.16493569
2.65134295	21.67744026	20.04334508	15.78997508
1.30501688	22.98245714	21.33834280	17.06344357
-0.91485633	22.06760081	20.41281997	16.11449446
0.01547656	22.08307737	20.41809267	16.09777424
1.52856938	23.61164676	21.93645556	17.59418025
0.39017508	24.00182184	22.31566515	17.94920213
1.17637491	25.17819675	23.48088502	19.08971452
-0.68549289	24.49270386	22.78365463	18.36608036
-0.01454081	24.47816305	22.75772483	18.31484409
0.35247697	24.83064002	23.09882578	18.63072797
-0.60177647	24.22886355	22.48550279	17.99172729
0.09541864	24.32428219	22.56968149	18.05119843
-1.10847180	23.21581039	21.44992767	16.90666032
0.15221319	23.36802359	21.59141858	17.02509398
0.09079117	23.45881476	21.67141674	17.08186899
-0.34646492	23.11234984	21.31411883	16.70127448
1.24645170	24.35880154	22.54991613	17.91435701
1.60043331	25.95923485	24.13907730	19.47899741
-0.10619521	25.85303964	24.02081557	19.33388314
0.09860542	25.95164506	24.10741358	19.39385943
1.86940297	27.82104803	25.96476586	21.22451344
-0.78391122	27.03713680	25.16787549	20.39819561
0.37729175	27.41442855	25.53258645	20.73473174
0.41899068	27.83341923	25.93881403	21.11229439
1.82334997	29.65676920	27.74919783	22.89346197
-0.53360185	29.12316736	27.20172486	22.31411896
1.12256311	30.24573047	28.31069051	23.39209844
0.10981767	30.35554814	28.40635637	23.45517866
-0.75220060	29.60334755	27.63995615	22.65611459
0.87642138	30.47976892	28.50256100	23.48726902
0.24481927	30.72458820	28.73313256	23.68516070
-0.46745790	30.25713030	28.25131168	23.17037981
0.55064677	30.80777707	28.78783633	23.67473214
2.40469042	33.21246749	31.17813643	26.03212041
1.35133514	34.56380262	32.51388639	27.33144333
-0.38242845	34.18137418	32.11520506	26.89440663
-1.45147840	32.72989578	30.64767308	25.38919317
1.38480703	34.11470281	32.01716010	26.72327256
1.87176983	35.98647264	33.87292535	28.54164925
