# WhiteNoise	RandomWalk	GaussMarkov1	GaussMarkov2
-0.03467628	2.50097070	2.56742755	2.75258298
0.72818975	3.22916045	3.29433390	3.47527306
-0.99235425	2.23680620	2.30033290	2.47597522
-0.42812141	1.80868478	1.87106161	2.04290680
0.28695265	2.09563743	2.15707896	2.32577772
-0.23745007	1.85818736	1.91855062	2.08368074
0.25431944	2.11250681	2.17191103	2.33383699
0.56330423	2.67581103	2.73412957	2.89247821
-1.31042053	1.36539050	1.42234232	1.57627850
0.60499456	1.97038507	2.02662589	2.17812366
-0.17765830	1.79272677	1.84795453	1.99611347
0.22311727	2.01584404	2.07014806	2.21524250
-1.28799407	0.72784997	0.78111917	0.92282237
-2.35397883	-1.62612887	-1.57325013	-1.43300026
0.26323104	-1.36289783	-1.30923266	-1.16690609
-0.65342650	-2.01632433	-1.96200471	-1.81800111
1.62798300	-0.38834133	-0.33304095	-0.18638574
1.96603395	1.57769263	1.63315948	1.78002061
0.51731039	2.09500302	2.14965350	2.29377452
0.75172655	2.84672957	2.90030549	3.04091811
-0.49521453	2.35151504	2.40364117	2.53962782
2.59030493	4.94181997	4.99274458	5.12485856
-0.87352504	4.06829492	4.11672379	4.24109405
-0.38948825	3.67880668	3.72517769	3.84313209
1.44910595	5.12791263	5.17242152	5.28455946
0.22341086	5.35132349	5.39324682	5.49741176
0.60558903	5.95691251	5.99613989	6.09201695
0.73884121	6.69575373	6.73198378	6.81868631
1.87241177	8.56816550	8.60103041	8.67747434
-0.32420460	8.24396090	8.27252637	8.33593213
1.78014296	10.02410386	10.04853410	10.09941988
0.35547676	10.37958062	10.39898785	10.43471799
1.26972907	11.64930969	11.66351872	11.68359848
-0.91065282	10.73865687	10.74703560	10.74960181
-1.60507748	9.13357939	9.13658594	9.12304661
1.11965097	10.25323036	10.25166977	10.22446973
-0.90846606	9.34476430	9.33807915	9.29557516
0.71116877	10.05593307	10.04458005	9.98817136
0.25893620	10.31486927	10.29849521	10.22715118
-0.14248213	10.17238714	10.15086512	10.06423519
-0.05777659	10.11461055	10.08801437	9.98635024
-1.37665377	8.73795678	8.70631785	8.58974373
0.68467066	9.42262744	9.38663644	9.25725208
0.44986918	9.87249662	9.83181348	9.68862526
-0.67687034	9.19562628	9.15002846	8.99239703
-2.02149849	7.17412779	7.12395610	6.95293172
-0.80449627	6.36963153	6.31589875	6.13454349
-0.17686062	6.19277091	6.13588097	5.94542604
0.75584197	6.94861288	6.88865577	6.68938905
1.43694097	8.38555385	8.32215327	8.11296461
-0.16166950	8.22388435	8.15632374	7.93508539
-0.34622984	7.87765451	7.80601675	7.57300124
1.03675513	8.91440964	8.83886985	8.59462550
-0.61584492	8.29856472	8.21860660	7.96160851
0.31266590	8.61123062	8.52716422	8.25836711
0.10713150	8.71836212	8.63003321	8.34899838
-0.24298114	8.47538098	8.38273813	8.08933593
0.67474602	9.15012700	9.05329383	8.74791944
-0.88145918	8.26866782	8.16730913	7.84898191
-0.78390361	7.48476421	7.37932289	7.04939602
2.61775795	10.10252216	9.99339209	9.65306927
1.07960596	11.18212811	11.06800260	10.71338838
-0.43337504	10.74875307	10.62909495	10.25860797
-0.79156035	9.95719272	9.83222138	9.44655091
-0.93909000	9.01810273	8.88821650	8.48858670
0.55426066	9.57236339	9.43803416	9.02588715
-0.70681244	8.86555095	8.72650388	8.30104097
0.17142106	9.03697201	8.89356279	8.45587654
-1.15130364	7.88566837	7.73781348	7.28767805
0.13730295	8.02297132	7.87124849	7.41042021
-2.05717422	5.96579711	5.81013963	5.33843997
-0.45797136	5.50782575	5.34926393	4.86980240
-1.17017882	4.33764693	4.17641115	3.68989371
0.24998995	4.58763687	4.42431341	3.93251124
-0.54110174	4.04653514	3.88100007	3.38355234
1.36225662	5.40879176	5.24131667	4.73904862
0.31578855	5.72458031	5.55448522	5.04536854
0.90678072	6.63136103	6.45848939	5.94206861
-0.71462617	5.91673486	5.74063478	5.21557018
-0.27758109	5.63915377	5.46018410	4.92756837
0.15333269	5.79248646	5.61078737	5.07105577
1.01472537	6.80721183	6.62270806	6.07564917
-0.03194501	6.77526682	6.58745252	6.03156501
-0.45085283	6.32441399	6.13330678	5.56866110
0.78789659	7.11231058	6.91813749	6.34543150
-0.61893048	6.49338010	6.29574881	5.71382284
-2.12344222	4.36993788	4.16915950	3.57896440
-1.32760443	3.04233345	2.83947101	2.24420919
0.54728504	3.58961850	3.38533668	2.78701030
-0.21357665	3.37604185	3.17006778	2.56786520
-0.63054299	2.74549886	2.53794015	1.93219161
0.55047674	3.29597560	3.08714824	2.47880783
-0.66964644	2.62632915	2.41595860	1.80420872
0.97058742	3.59691657	3.38533835	2.77119134
0.28253682	3.87945339	3.66618292	3.04819131
-2.16211222	1.71734117	1.50223807	0.87998880
0.46939361	2.18673478	1.97088075	1.34762419
2.12573879	4.31247357	4.09563434	3.47067042
-0.68659175	3.62588181	3.40699528	2.77714427
-0.02238056	3.60350125	3.38291165	2.74921496
-1.47482539	2.12867586	1.90639522	1.26889664
-1.10255685	1.02611901	0.80288541	0.16380453
2.04676559	3.07288460	2.84924967	2.21024284
-0.11832431	2.95456029	2.72950108	2.08750246
1.63144352	4.58600381	4.35958019	3.71477515
-0.01047150	4.57553231	4.34692944	3.69688152
-0.07627224	4.49926007	4.26848428	3.61322291
-0.53777820	3.96148187	3.72857238	3.06822548
-0.49357179	3.46791008	3.23313677	2.56852337
-0.74548465	2.72242543	2.48603595	1.81790681
0.38211185	3.10453728	2.86690510	2.19638649
0.65241643	3.75695371	3.51788843	2.84441453
0.46149066	4.21844437	3.97762059	3.30022205
0.02239800	4.24084237	3.99803028	3.31602620
-0.11641087	4.12443151	3.87962090	3.19298991
-1.95962387	2.16480764	1.91805770	1.22698644
-0.10066988	2.06413775	1.81642903	1.12386504
2.00335363	4.06749138	3.81887467	3.12497318
-0.81237633	3.25511505	3.00458938	2.30635315
0.77235870	4.02747375	3.77544616	3.07410375
0.30479219	4.33226594	4.07835110	3.37275388
0.09499013	4.42725607	4.17130256	3.46100524
-2.33153380	2.09572228	1.83768364	1.12255636
-0.70758251	1.38813977	1.12918252	0.41273098
2.12576248	3.51390225	3.25438055	2.53766883
-0.61355029	2.90035197	2.63920348	1.91904827
-0.80083624	2.09951572	1.83704797	1.11437777
-1.35150631	0.74800942	0.48462337	-0.23935506
-0.44584272	0.30216670	0.03853840	-0.68471955
-0.20613897	0.09602773	-0.16761984	-0.88949045
-0.33067981	-0.23465208	-0.49821586	-1.21839306
-0.28950133	-0.52415341	-0.78746815	-1.50546004
-0.45085827	-0.97501168	-1.23793278	-1.95331039
-0.02981154	-1.00482322	-1.26712550	-1.97921921
-0.75861876	-1.76344198	-2.02511086	-2.73388350
-0.69956877	-2.46301075	-2.72366733	-3.42798996
-1.70862643	-4.17163718	-4.43093227	-5.12976727
-0.70393351	-4.87557069	-5.13265087	-5.82345149
0.91864342	-3.95692727	-4.21144176	-4.89317281
-0.54641126	-4.50333853	-4.75574783	-5.42980751
-0.65736186	-5.16070039	-5.41073241	-6.07632060
0.28660466	-4.87409574	-5.12142306	-5.77757545
-1.20285998	-6.07695571	-6.32172297	-6.96889182
-1.79448690	-7.87144261	-8.11304979	-8.74945487
1.01859986	-6.85284275	-7.09039443	-7.71337359
-0.59958953	-7.45243228	-7.68643964	-8.29755178
-2.41023452	-9.86266680	-10.09283190	-10.69120778
-2.01300636	-11.87567316	-12.10079310	-12.68285309
0.87873186	-10.99694129	-11.21601236	-11.77878087
1.95864732	-9.03829397	-9.25175843	-9.79659953
-1.73931506	-10.77760903	-10.98644877	-11.51634097
0.75844447	-10.01916456	-10.22251245	-10.73488684
1.46563630	-8.55352826	-8.75176617	-9.24780221
1.33707847	-7.21644979	-7.41031290	-7.89224662
-0.46515046	-7.68160024	-7.87175913	-8.34162836
-0.47364312	-8.15524336	-8.34146735	-8.79860489
-0.19790835	-8.35315171	-8.53520601	-8.97893361
-0.98498791	-9.33813962	-9.51592738	-9.94598161
-0.86850512	-10.20664474	-10.37967573	-10.79461464
0.63247907	-9.57416567	-9.74200812	-10.14056791
-1.20111238	-10.77527805	-10.93825071	-11.32141943
-0.02184607	-10.79712412	-10.95462902	-11.32064529
0.11622192	-10.68090220	-10.83293116	-11.18180471
-1.31867583	-11.99957804	-12.14619188	-12.47813928
0.63464543	-11.36493261	-11.50547488	-11.81856252
1.09438201	-10.27055061	-10.40534158	-10.70056701
-0.89524606	-11.16579667	-11.29538627	-11.57443332
0.48057739	-10.68521928	-10.80916259	-11.07073019
-0.33964749	-11.02486677	-11.14340685	-11.38825835
0.97409725	-10.05076951	-10.16373929	-10.39140734
0.77854837	-9.27222114	-9.38011032	-9.59209693
0.25103255	-9.02118859	-9.12438888	-9.32189935
-0.57537602	-9.59656461	-9.69520385	-9.87865021
0.12259788	-9.47396673	-9.56775958	-9.73631477
0.71297901	-8.76098772	-8.84999789	-9.00388259
1.12366358	-7.63732414	-7.72191042	-7.86222924
-1.32437519	-8.96169933	-9.04242561	-9.17089568
2.20181473	-6.75988460	-6.83609080	-6.95075749
-1.41026437	-8.17014897	-8.24293797	-8.34713424
0.50954857	-7.66060039	-7.72926896	-7.82090808
0.36065177	-7.29994863	-7.36475353	-7.44463013
-0.75971781	-8.05966644	-8.12078988	-8.18947356
-0.05612589	-8.11579233	-8.17285639	-8.22923686
0.57136724	-7.54442508	-7.59740374	-7.64142760
-0.38760194	-7.93202702	-7.98120793	-8.01376196
1.10963242	-6.82239461	-6.86758591	-6.88811803
0.97282914	-5.84956547	-5.89132383	-5.90152642
-0.43177294	-6.28133841	-6.32015185	-6.32150810
-0.23240121	-6.51373962	-6.54939377	-6.54127893
2.23627489	-4.27746473	-4.30984500	-4.29193456
1.36056780	-2.91689692	-2.94712282	-2.92279147
0.44246566	-2.47443127	-2.50318396	-2.47448607
0.67790059	-1.79653068	-1.82403210	-1.79164145
-1.26116911	-3.05769979	-3.08428942	-3.04923086
-0.02068922	-3.07838901	-3.10343688	-3.06382771
0.09828435	-2.98010466	-3.00360120	-2.95942183
-0.57959088	-3.55969554	-3.58169065	-3.53309978
0.63959469	-2.92010084	-2.94030556	-2.88644595
-0.27699032	-3.19709117	-3.21582610	-3.15766915
-1.02469251	-4.22178368	-4.23891110	-4.17605263
1.09500603	-3.12677765	-3.14178614	-3.07270285
-0.23396412	-3.36074177	-3.37417976	-3.30052770
-0.72218086	-4.08292263	-4.09467395	-4.01611410
0.62031340	-3.46260923	-3.47231373	-3.38777650
0.07464697	-3.38796226	-3.39593104	-3.30636075
1.29672764	-2.09123462	-2.09750586	-2.00302700
-1.82558754	-3.91682216	-3.92204491	-3.82461248
-0.27364805	-4.19047021	-4.19373243	-4.09061896
-0.17908253	-4.36955274	-4.37071861	-4.26152842
-0.65068641	-5.02023915	-5.01922021	-4.90370029
0.85803721	-4.16220194	-4.15867402	-4.03586548
-0.52594949	-4.68815143	-4.68254469	-4.55375131
0.32988958	-4.35826185	-4.35031442	-4.21476333
1.61175986	-2.74650199	-2.73637994	-2.59458236
0.20171461	-2.54478737	-2.53329749	-2.38768377
1.49052881	-1.05425856	-1.04150234	-0.89238436
-0.63350331	-1.68776187	-1.67448502	-1.52410468
-1.14724684	-2.83500871	-2.82089483	-2.66830636
0.75055369	-2.08445502	-2.06893105	-1.91242139
0.34519925	-1.73925577	-1.72269759	-1.56340112
0.71627916	-1.02297661	-1.00555730	-0.84399828
0.70294850	-0.32002811	-0.30210614	-0.13936347
-0.20137003	-0.52139813	-0.50332515	-0.34045505
-0.07011116	-0.59150929	-0.57318471	-0.40988598
-0.32893684	-0.92044614	-0.90183504	-0.73800387
0.33093532	-0.58951082	-0.57044892	-0.40559402
0.76698339	0.17747257	0.19681963	0.36219975
0.42762800	0.60510058	0.62434925	0.78910408
-1.74376031	-1.13865974	-1.11972316	-0.95623287
-1.10461655	-2.24327629	-2.22377999	-2.05893887
0.39204646	-1.85122983	-1.83062192	-1.66277865
-0.37992509	-2.23115492	-2.20963193	-2.03938150
-0.45778146	-2.68893638	-2.66630885	-2.49308828
0.52052336	-2.16841303	-2.14445268	-1.96758373
-0.28027343	-2.44868646	-2.42365415	-2.24392593
0.03291455	-2.41577191	-2.38952808	-2.20652801
-1.89973306	-4.31550497	-4.28806667	-4.10185242
-1.12269523	-5.43820020	-5.40861840	-5.21635215
0.47219045	-4.96600975	-4.93372432	-4.73373942
-0.95442729	-5.92043704	-5.88568537	-5.67870869
-1.60789468	-7.52833172	-7.49063794	-7.27525730
-1.48148198	-9.00981371	-8.96837554	-8.74220331
-0.96104340	-9.97085710	-9.92493587	-9.68577978
2.07024537	-7.90061173	-7.84972927	-7.59618220
0.33153488	-7.56907685	-7.51427051	-7.24947014
-0.22519618	-7.79427304	-7.73571049	-7.46018187
-1.12226702	-8.91654006	-8.85411063	-8.56754344
0.41598297	-8.50055709	-8.43370171	-8.13444251
1.92847704	-6.57208005	-6.50100888	-6.18971285
-0.70849663	-7.28057669	-7.20625582	-6.88584243
0.17631623	-7.10426046	-7.02633736	-6.69576828
0.46751636	-6.63674409	-6.55530871	-6.21487376
-0.38070882	-7.01745291	-6.93274069	-6.58316525
-1.19191412	-8.20936704	-8.12118931	-7.76192620
0.80591135	-7.40345568	-7.31121838	-6.94050651
-0.82189551	-8.22535119	-8.12945919	-7.74853487
0.16563812	-8.05971307	-7.95975735	-7.56741517
0.56415681	-7.49555626	-7.39162166	-6.98813866
-1.38854743	-8.88410369	-8.77647420	-8.36272377
-0.32018591	-9.20428959	-9.09227297	-8.66620095
-0.64215145	-9.84644104	-9.72987942	-9.29103732
-0.54114930	-10.38759035	-10.26616500	-9.81362312
0.74327903	-9.64431131	-9.51775417	-9.05073645
1.03476683	-8.60954448	-8.47822965	-7.99788623
0.91949560	-7.69004888	-7.55449599	-7.06241085
1.39744233	-6.29260655	-6.15327736	-5.65085781
-0.57461004	-6.86721659	-6.72481153	-6.21417743
-0.40660142	-7.27381801	-7.12805139	-6.60836292
-0.58879585	-7.86261386	-7.71328410	-7.18395525
-0.79341418	-8.65602805	-8.50284260	-7.96301588
-1.75212285	-10.40815090	-10.25071510	-9.69922861
0.75356167	-9.65458923	-9.49202935	-8.92628787
-1.60429004	-11.25887927	-11.09157456	-10.51274318
-0.39772352	-11.65660278	-11.48375368	-10.88946222
2.06365191	-9.59295087	-9.41436132	-8.80405314
-0.84204863	-10.43499950	-10.25170395	-9.62851126
-0.41226754	-10.84726704	-10.65884691	-10.02154102
2.12296510	-8.72430194	-8.53055372	-7.87855287
0.33312537	-8.39117656	-8.19316414	-7.52968614
0.48521561	-7.90596095	-7.70385297	-7.02942621
-0.09562542	-8.00158638	-7.79562743	-7.11100682
0.82528739	-7.17629898	-6.96644320	-6.27151163
0.70528205	-6.47101693	-6.25767879	-5.55369909
2.24537563	-4.22564130	-4.00917511	-3.29722716
0.38061748	-3.84502382	-3.62655354	-2.91002182
2.11626945	-1.72875438	-1.50847127	-0.78793815
0.17988027	-1.54887410	-1.32783695	-0.60648357
-0.33431173	-1.88318584	-1.66148493	-0.93958355
-2.08425305	-3.96743888	-3.74490745	-3.02195931
-0.34857127	-4.31601015	-4.09160673	-3.36449270
-0.84498429	-5.16099444	-4.93454573	-4.20275473
1.52220558	-3.63878886	-3.40987349	-2.67215204
-1.87302742	-5.51181628	-5.28119640	-4.53984049
-0.68874708	-6.20056336	-5.96730354	-5.21951697
-0.91163330	-7.11219666	-6.87595394	-6.12072166
0.41361872	-6.69857795	-6.45889810	-5.69487374
0.26016691	-6.43841103	-6.19550255	-5.42332846
2.54400266	-3.89440837	-3.64840291	-2.86848998
0.35649941	-3.53790896	-3.29007976	-2.50625933
-0.48736282	-4.02527178	-3.77579794	-2.98861463
0.93444371	-3.09082807	-2.83946681	-2.04819967
-0.24939751	-3.34022558	-3.08744494	-2.29350487
0.96998854	-2.37023704	-2.11591306	-1.31893390
-0.69452076	-3.06475780	-2.80937613	-2.01081943
-0.10726684	-3.17202464	-2.91523863	-2.11406865
0.24634217	-2.92568246	-2.66743920	-1.86350257
0.07436703	-2.85131544	-2.59173879	-1.78541226
0.91271207	-1.93860336	-1.67773117	-0.86913293
0.88143559	-1.05716777	-0.79545692	0.01403919
0.00638540	-1.05078237	-0.78867389	0.02039654
0.85839879	-0.19238358	0.07011914	0.87875458
1.05072688	0.85834330	1.12081097	1.92772571
-0.15328891	0.70505439	0.96696179	1.77058520
-0.29622595	0.40882844	0.67025248	1.47082162
0.52363815	0.93246659	1.19355559	1.99152106
-0.12859118	0.80387541	1.06436778	1.85895083
-1.23056996	-0.42669454	-0.16673422	0.62466668
-0.53373444	-0.96042899	-0.70038532	0.08968415
0.65101677	-0.30941221	-0.04901844	0.74052174
0.99398825	0.68457604	0.94499431	1.73303043
1.39527724	2.07985328	2.33979917	3.12484507
-1.11204028	0.96781300	1.22658929	2.00656135
-0.62282447	0.34498853	0.60315168	1.37972777
0.35345500	0.69844354	0.95630518	1.73042607
0.28549055	0.98393408	1.24131770	2.01245923
-0.03145777	0.95247632	1.20923943	1.97698056
-1.45858470	-0.50610839	-0.24994975	0.51444585
0.30270304	-0.20340535	0.05287824	0.81612103
-0.55273284	-0.75613818	-0.49988103	0.26175758
-0.46198939	-1.21812758	-0.96162055	-0.20075480
-0.92164615	-2.13977372	-1.88278600	-1.12199984
-0.02737334	-2.16714706	-1.90921818	-1.14713142
-0.19031841	-2.35746547	-2.09858222	-1.33515786
0.48523966	-1.87222581	-1.61229354	-0.84725056
1.41227837	-0.45994744	-0.19920922	0.56672062
-0.44597925	-0.90592670	-0.64508889	0.11960906
-0.67042780	-1.57635450	-1.31519423	-0.55105772
0.12758355	-1.44877095	-1.18695325	-0.42237316
0.73394318	-0.71482777	-0.45241674	0.31241392
1.92372157	1.20889380	1.47153098	2.23551129
-1.42554316	-0.21664937	0.04525223	0.80550157
0.82828320	0.61163383	0.87351281	1.63217537
-0.46153987	0.15009397	0.41153630	1.16737442
2.48380113	2.63389510	2.89513171	3.64884313
1.15944116	3.79333625	4.05312566	4.80099389
0.44205246	4.23538871	4.49315207	5.23345396
-0.50301732	3.73237139	3.98788873	4.71998019
-1.82533756	1.90703384	2.16055773	2.88521211
-0.52954708	1.37748675	1.62993064	2.34990037
0.36458390	1.74207065	1.99369977	2.70978917
1.46230947	3.20438012	3.45501264	4.16668447
1.15590082	4.36028094	4.60918639	5.31426025
-1.24368333	3.11659760	3.36319903	4.05995901
0.82902285	3.94562045	4.19054070	4.88087006
1.41412969	5.35975014	5.60257564	6.28524776
-0.47220559	4.88754455	5.12756947	5.80048424
0.41810668	5.30565123	5.54311300	6.20700154
0.27226365	5.57791488	5.81260579	6.46686360
-0.92439628	4.65351860	4.88530393	5.52954651
0.20002058	4.85353918	5.08288247	5.71851905
-1.52838385	3.32515533	3.55195781	4.17870959
0.49104929	3.81620462	4.04123157	4.66140982
1.20584855	5.02205317	5.24506001	5.85794487
1.20794370	6.22999688	6.45038184	7.05418439
1.42165018	7.65164706	7.86880764	8.46174030
-1.84691247	5.80473460	6.01796176	6.59792127
-1.52846677	4.27626783	4.48648676	5.05627185
0.98259908	5.25886691	5.46684315	6.02876849
1.94816521	7.20703211	7.41227562	7.96488821
-0.35815053	6.84888158	7.05041988	7.59082382
-1.04589552	5.80298606	6.00100003	6.52976182
-0.20833401	5.59465206	5.78966628	6.30838134
-0.07920859	5.51544347	5.70756358	6.21656860
-0.32416521	5.19127825	5.38054529	5.87998267
1.17557302	6.36685128	6.55342872	7.04380748
-1.12092793	5.24592335	5.42922489	5.90880602
-0.31839127	4.92753208	5.10811969	5.57860895
-1.36928418	3.55824790	3.73628209	4.19817870
-0.04568288	3.51256502	3.68873153	4.14410785
0.01100665	3.52357167	3.69789428	4.14683457
0.14484340	3.66841507	3.84088920	4.28339259
-0.45982569	3.20858938	3.37914354	3.81500867
-1.92464255	1.28394683	1.45281184	1.88274374
-0.07853503	1.20541181	1.37355059	1.80044698
-1.39835196	-0.19294016	-0.02548797	0.39849773
0.65255841	0.45961825	0.62708318	1.05025994
1.33573777	1.79535602	1.96250748	2.38389928
-2.30075199	-0.50539597	-0.33922552	0.07838426
1.29666262	0.79126665	0.95760667	1.37489026
0.65560413	1.44687078	1.61273212	2.02774736
-0.68325816	0.76361261	0.92866779	1.34043776
1.06097523	1.82458785	1.98917880	2.39873479
-0.10991165	1.71467620	1.87827281	2.28403047
1.26987013	2.98454632	3.14720404	3.54933710
-0.41809144	2.56645488	2.72753939	3.12415408
2.87334029	5.43979518	5.59951625	5.99125231
0.87702737	6.31682254	6.47374456	6.85630914
0.57699997	6.89382251	7.04750847	7.41961020
-2.68070487	4.21311764	4.36328072	4.72408094
-0.67509454	3.53802310	3.68600509	4.03954767
-0.66039737	2.87762573	3.02376517	3.37107928
-0.03545404	2.84217169	2.98679963	3.32888982
2.28537228	5.12754397	5.27067888	5.60761097
0.00191063	5.12945459	5.26995483	5.59831758
1.17692775	6.30638234	6.44424826	6.76405989
0.99969150	7.30607385	7.44071844	7.75023679
0.17071572	7.47678957	7.60771474	7.90546753
-1.04285906	6.43393051	6.56105277	6.84681334
-1.28862633	5.14530418	5.26914673	5.54450707
0.79395459	5.93925877	6.06046741	6.32738372
0.51774123	6.45700000	6.57517916	6.83248283
-0.97675879	5.48024121	5.59513360	5.84207273
1.94081643	7.42105764	7.53315317	7.77121669
-1.03298663	6.38807101	6.49640091	6.72270316
0.06775013	6.45582114	6.56090364	6.77702132
-0.54492099	5.91090015	6.01270302	6.21855984
-1.03168771	4.87921244	4.97800971	5.17444743
-1.31406468	3.56514776	3.66145665	3.85004420
1.23556631	4.80071407	4.89519269	5.07791811
-0.16802380	4.63269026	4.72472190	4.89974862
1.65196695	6.28465721	6.37432707	6.54192586
0.20557190	6.49022910	6.57671260	6.73442698
1.82232465	8.31255375	8.39574971	8.54329623
0.50967674	8.82223049	8.90122963	9.03590346
0.08926314	8.91149363	8.98604327	9.10711285
-0.30052080	8.61097283	8.68103057	8.78839603
-0.02187804	8.58909479	8.65481310	8.74895876
1.31055669	9.89965148	9.96104346	10.04203501
0.40918296	10.30883444	10.36524714	10.43115398
1.15798081	11.46681525	11.51804662	11.56829333
-0.06214336	11.40467189	11.45014568	11.48303650
0.08428197	11.48895386	11.52870401	11.54437535
0.28589964	11.77485349	11.80884073	11.80720931
1.32556117	13.10041466	13.12849895	13.10917965
1.04305064	14.14346530	14.16498699	14.12603814
-1.08976699	13.05369831	13.06813927	13.00804730
0.05013663	13.10383493	13.11174346	13.03219383
-2.68905803	10.41477691	10.41613120	10.31709746
1.14136873	11.55614564	11.55229317	11.43785262
-1.06797925	10.48816639	10.47853921	10.34702052
-0.70688042	9.78128597	9.76642084	9.61946674
