# WhiteNoise	RandomWalk	GaussMarkov1	GaussMarkov2
2.15276253	15.25938867	15.13787459	14.78276742
-1.47032347	13.78906521	13.65998407	13.28290796
0.18004447	13.96910967	13.83320026	13.43641317
0.10806318	14.07717285	13.93434857	13.51763037
-1.28714681	12.79002604	12.64023632	12.20347532
-0.71512985	12.07489619	11.91878793	11.46396291
-2.25663313	9.81826306	9.65619690	9.18442477
-0.49368959	9.32457347	9.15768042	8.67238468
-0.27533179	9.04924169	8.87777094	8.37972546
-0.21346840	8.83577328	8.65986476	8.14951435
0.25103561	9.08680889	8.90657151	8.38426722
-1.75797861	7.32883028	7.14414073	6.60953683
0.30802012	7.63685040	7.44858967	6.90435109
-1.05986693	6.57698347	6.38499938	5.83068926
0.64247460	7.21945807	7.02428227	6.46151413
-1.59798681	5.62147126	5.42278420	4.85061721
-0.72903726	4.89243400	4.69103623	4.11188841
-1.91193919	2.98049481	2.77675211	2.19173366
-0.54190233	2.43859248	2.23346175	1.64545224
0.93818273	3.37677521	3.17052803	2.58034736
-1.21765159	2.15912362	1.95129157	1.35754023
1.08004228	3.23916590	3.03035844	2.43487014
-1.15409951	2.08506638	1.87474413	1.27590575
1.50846853	3.59353491	3.38227552	2.78182502
0.92895846	4.52249337	4.30954326	3.70522539
-0.85461999	3.66787338	3.45276904	2.84320235
1.17612890	4.84400228	4.62717199	4.01365054
-0.67550354	4.16849875	3.94935545	3.33012772
0.23008387	4.39858261	4.17746513	3.55355799
1.14542327	5.54400588	5.32080019	4.69188124
0.40744541	5.95145129	5.72558587	5.08995227
-0.13698496	5.81446634	5.58573883	4.94279758
-0.92223663	4.89222971	4.66071003	4.01068523
-1.74031004	3.15191967	2.91807022	2.26236184
-0.49115970	2.66075996	2.42545184	1.76668193
-1.36234577	1.29841419	1.06189365	0.40080633
0.81228915	2.11070335	1.87365199	1.21229467
0.31746688	2.42817023	2.19018228	1.52733939
1.30630929	3.73447952	3.49539676	2.83059705
-0.12463741	3.60984212	3.36901209	2.70030411
0.82528435	4.43512647	4.19261236	3.52019325
-1.61857128	2.81655519	2.57194529	1.89458862
0.71680337	3.53335856	3.28746301	2.60760660
-0.00098597	3.53237259	3.28483372	2.60141063
2.95998242	6.49235501	6.24317414	5.55619543
-0.62747711	5.86487790	5.61257622	4.91761703
-0.58003978	5.28483813	5.02973086	4.32775185
0.59827272	5.88311085	5.62548934	4.91737772
0.43769864	6.32080948	6.06037594	5.34525143
-1.63396607	4.68684341	4.42338044	3.70060554
0.55386914	5.24071255	4.97503844	4.24708087
-0.22662383	5.01408872	4.74592771	4.01197136
0.42999658	5.44408530	5.17355192	4.43395202
1.82309021	7.26717551	6.99405600	6.24818318
0.53188620	7.79906171	7.52244605	6.76758551
-1.63996903	6.15909268	5.87871673	5.11409483
-0.30180636	5.85728632	5.57397175	4.80207050
0.42668054	6.28396686	5.99786600	5.21915650
-0.15806489	6.12590198	5.83680293	5.05066373
-0.22139608	5.90450590	5.61248918	4.81917642
2.15294677	8.05745267	7.76263041	6.96249448
0.62344956	8.68090224	8.38219963	7.57203297
-0.51965188	8.16125035	7.85835770	7.03725215
1.53181368	9.69306403	9.38624318	8.55500539
-0.73112287	8.96194116	8.65042836	7.80678960
0.10770623	9.06964738	8.75381045	7.89889785
0.16240445	9.23205183	8.91183909	8.04552029
-0.62066076	8.61139108	8.28672352	7.40878458
-1.38987841	7.22151266	6.89270278	6.00410340
-0.12021844	7.10129422	6.76903885	5.87188876
1.42172228	8.52301650	8.18737746	7.28187899
0.71415992	9.23717642	8.89744472	7.98148971
-0.71279281	8.52438361	8.18020429	7.25274987
-0.69777008	7.82661353	7.47834514	6.54048879
0.83284395	8.65945749	8.30745085	7.36026484
0.91801666	9.57747415	9.22131483	8.26357568
-0.05911831	9.51835584	9.15758701	8.18794674
1.39349275	10.91184859	10.54650211	9.56507996
-1.35548375	9.55636483	9.18574643	8.19048516
0.13014963	9.68651446	9.31130433	8.30427019
-0.40363553	9.28287893	8.90301431	7.88404272
1.07671331	10.35959225	9.97527723	8.94500370
-1.08733957	9.27225268	8.88295127	7.83979201
0.21239292	9.48464560	9.09090383	8.03652102
-0.43880837	9.04583724	8.64755115	7.58165567
-1.58911543	7.45672181	7.05411303	5.97739208
-0.25226956	7.20445225	6.79831729	5.71317968
0.18557805	7.39003030	6.98049703	5.88734280
-0.29446069	7.09556961	6.68254696	5.58111919
-2.21556274	4.88000687	4.46364379	3.35440536
2.07919032	6.95919719	6.54060284	5.42689358
1.32316328	8.28236047	7.86049663	6.73921391
1.10960857	9.39196903	8.96617593	7.83535752
0.24045345	9.63242248	9.20214742	8.06015591
0.95784912	10.59027160	10.15539661	9.00190083
0.20342828	10.79369988	10.35374846	9.18734330
0.18451955	10.97821943	10.53309243	9.35350653
0.90429987	11.88251930	11.43212708	10.23911808
-0.57736342	11.30515589	10.84904903	9.64129689
1.09691351	12.40206940	11.94053937	10.71894708
0.96163411	13.36370351	12.89620471	11.65916473
-0.19163497	13.17206854	12.69812324	11.44423473
-1.20100364	11.97106490	11.49077213	10.22036549
-0.89476459	11.07630030	10.59026358	9.30518059
0.43964950	11.51594981	11.02461928	9.72623833
0.43589504	11.95184484	11.45500338	10.14270033
0.35214516	12.30399000	11.80142247	10.47458036
1.42704595	13.73103596	13.22256919	11.88069809
0.97342033	14.70445629	14.18937989	12.83038077
1.71596620	16.42042249	15.89825317	14.52071185
-0.52958838	15.89083411	15.36071766	13.96211108
1.01581005	16.90664416	16.36884927	14.95002481
-0.29634108	16.61030308	16.06432580	14.62381356
1.80823616	18.41853924	17.86453181	16.40283131
-1.23667087	17.18186837	16.61893090	15.13338756
0.87081928	18.05268765	17.48144279	15.97397031
-0.41674253	17.63594512	17.05596173	15.52531177
-0.90829131	16.72765381	16.13914457	14.58600087
-1.05052370	15.67713011	15.08055331	13.50633432
-0.37696052	15.30016958	14.69605440	13.10238812
-1.39198725	13.90818233	13.29672096	11.68422228
2.41262312	16.32080545	15.70269738	14.07350031
-0.70819622	15.61260924	14.98665178	13.33718522
2.27655549	17.88916473	17.25571582	15.58709300
0.36881670	18.25798143	17.61590681	15.92476667
0.65287547	18.91085689	18.25997653	16.54582443
0.45923832	19.37009521	18.71008714	16.97200417
-0.74610973	18.62398548	17.95462471	16.19198435
0.55435009	19.17833557	18.49999973	16.71398284
1.01189622	20.19023180	19.50264826	17.69248450
-2.37969397	17.81053782	17.11320540	15.27744092
-0.35356773	17.45697010	16.75108321	14.89334884
-1.42703186	16.02993823	15.31567790	13.43656005
-0.14893904	15.88099919	15.15908293	13.26077474
0.58384500	16.46484419	15.73535029	13.81812469
-0.15344050	16.31140369	15.57404408	13.63707556
0.25943342	16.57083711	15.82569242	13.86926209
0.15979003	16.73062714	15.97757158	14.00134131
-1.69608750	15.03453964	14.27349730	12.27727912
-0.42274376	14.61179589	13.84361857	11.83000534
2.14362028	16.75541616	15.98031878	13.94998925
0.70742470	17.46284087	16.67975531	14.62954186
1.15995483	18.62279570	17.83137235	15.76026684
0.74587214	19.36866783	18.56833103	16.47464995
-0.68090417	18.68776367	17.87814502	15.76082941
0.37058181	19.05834548	18.23978999	16.09992106
1.09482956	20.15317504	19.32550193	17.16258295
0.72117424	20.87434927	20.03701583	17.84946633
0.26444471	21.13879398	20.29144454	18.07824778
1.91990186	23.05869584	22.20120322	19.96202928
0.02897620	23.08767204	22.21908159	19.95112132
-1.12169438	21.96597766	21.08628044	18.78956456
-0.63024125	21.33573641	20.44549868	18.12178174
-0.18154030	21.15419611	20.25373819	17.90403409
1.10058309	22.25477920	21.34419694	18.96884490
1.46717507	23.72195426	22.80070258	20.39812019
0.74049631	24.46245057	23.52980139	21.09786103
-1.55653533	22.90591525	21.96150410	19.49917215
0.16128150	23.06719674	22.11180759	19.62149427
-0.29384648	22.77335027	21.80690797	19.28844402
1.08096334	23.85431360	22.87697058	20.33086902
0.64476152	24.49907512	23.51029647	20.93500944
1.92549635	26.42457148	25.42404062	22.81867762
0.78848417	27.21305564	26.19981594	23.56157003
0.64122659	27.85428223	26.82794589	24.15572057
-0.78051431	27.07376792	26.03402096	23.32694310
-0.68995649	26.38381142	25.33105071	22.59037934
0.19308215	26.57689358	25.51147051	22.73832589
0.24710467	26.82399824	25.74582263	22.93999935
0.65147094	27.47546918	26.38442387	23.54563613
1.00760723	28.48307641	27.37884219	24.50619916
-0.55310431	27.92997210	26.81205187	23.90413142
-0.31818718	27.61178492	26.48046202	23.53818376
0.41008036	28.02186529	26.87730547	23.90123480
0.87830933	28.90017462	27.74217950	24.73178943
0.01457570	28.91475032	27.74288758	24.69695098
0.15413105	29.06888137	27.88315066	24.80173750
-1.19364490	27.87523647	26.67556767	23.55853870
-1.64965529	26.22558118	25.01257793	21.86181342
-1.58418650	24.64139468	23.41588827	20.23394698
1.55196250	26.19335719	24.95614575	21.74548203
-0.53836528	25.65499191	24.40530552	21.16366925
-2.05764965	23.59734226	22.33545627	19.06373456
0.13400058	23.73134284	22.45829191	19.15964577
-1.42394388	22.30739895	21.02312168	17.69742089
0.87470147	23.18210042	21.88731422	18.53676289
0.94430844	24.12640886	22.82068174	19.44403485
0.99139085	25.11779971	23.80066510	20.39657649
-0.19988978	24.91790993	23.58887796	20.15593433
0.02031032	24.93822025	23.59739679	20.13597306
-2.53130006	22.40692018	21.05430097	17.56444130
-0.97259278	21.43432741	20.07118368	16.55675474
-0.70680897	20.72751844	19.35434163	15.81686536
-0.77461978	19.95289866	18.57004710	15.01064346
-2.33292215	17.61997651	16.22784225	12.64773003
0.72414568	18.34412219	16.94387603	13.34660553
-0.32392815	18.02019405	16.61147807	12.99601084
0.23554085	18.25573490	16.83871525	13.20558565
0.12668846	18.38242336	16.95698646	13.30588933
1.13658369	19.51900705	18.08509378	14.41588784
-0.38161693	19.13739012	17.69443656	14.00546794
1.00841000	20.14580012	18.69400156	14.98589500
0.41252028	20.55832040	19.09717718	15.36847345
0.78967223	21.34799263	19.87730320	16.12743944
0.28852394	21.63651658	20.15589098	16.38374074
0.48354866	22.12006524	20.62936421	16.83455467
-1.21633301	20.90373223	19.40271910	15.58458619
0.55829986	21.46203209	19.95132003	16.11174803
-0.44180039	21.02023170	19.49954647	15.63775634
0.62192900	21.64216069	20.11172813	16.22844108
-0.96386208	20.67829861	19.13781270	15.23215456
-0.24306830	20.43523031	18.88517788	14.95865239
-0.08413799	20.35109232	18.79159966	14.84462699
0.61571151	20.96680383	19.39791772	15.43067892
0.22558940	21.19239323	19.61381059	15.62543780
0.08475049	21.27714372	19.68875663	15.67896865
-0.07810677	21.19903696	19.60080794	15.56953528
0.51356739	21.71260435	20.10457738	16.05199472
1.42469596	23.13730031	21.51922356	17.44461877
-0.21724192	22.92005838	21.29122471	17.19252248
-0.98237945	21.93767893	20.29820231	16.17579234
-1.06835147	20.86932746	19.21970428	15.07512162
-0.66243388	20.20689358	18.54766294	14.38256762
-0.46195178	19.74494179	18.07643964	13.89187945
-0.26854866	19.47639313	17.79885502	13.59557479
0.68390073	20.16029386	18.47385855	14.25231155
-0.99104016	19.16925370	17.47358377	13.23279525
-0.43577558	18.73347812	17.02907358	12.77058053
1.25713587	19.99061400	18.27769705	14.00220076
-0.21922985	19.77138415	18.04933063	13.75499450
-0.33970357	19.43168058	17.70060465	13.38780843
0.36147875	19.79315933	18.05323531	13.72253832
-1.40222729	18.39093204	16.64198366	12.29289338
-0.63252952	17.75840252	16.00113523	11.63580265
-0.11203996	17.64636256	15.88109671	11.50051434
-0.81769331	16.82866926	15.05546484	10.65984299
-0.49774677	16.33092249	14.55019222	10.14079785
-2.12116805	14.20975444	12.42175089	7.99936847
0.06384685	14.27360129	12.47938842	8.04723257
-0.46131152	13.81228977	12.01183877	7.56984267
1.14360454	14.95589431	13.14943889	8.69832265
1.60883191	16.56472622	14.75169772	10.28977530
-0.10800153	16.45672469	14.63632219	10.16121479
0.15606727	16.61279197	14.78507313	10.29697994
1.46813288	18.08092485	16.24581532	11.74453944
-0.38657741	17.69434744	15.85111704	11.33449643
-0.11657092	17.57777652	15.72662254	11.19527917
-0.29207536	17.28570116	15.42668584	10.88083563
-0.15739353	17.12830764	15.26158090	10.70170218
0.66857422	17.79688186	15.92252624	11.34889439
1.59529947	19.39218132	17.50986643	12.92151875
-1.07139278	18.32078855	16.42972091	11.82430876
0.91587238	19.23666093	17.33738048	12.71655616
-1.43302049	17.80364044	15.89569347	11.25812797
0.78322655	18.58686699	16.67097416	12.01886077
0.78615649	19.37302348	17.44879724	12.78100355
0.05588124	19.42890472	17.49595627	12.81134833
-1.25726590	18.17163882	16.22994458	11.52848534
1.32891386	19.50055268	17.55074549	12.83436528
1.34640227	20.84695495	18.88837459	14.15512447
0.96749852	21.81445348	19.84643128	15.09434104
-0.15012946	21.66432402	19.68638109	14.91405306
0.48969434	22.15401836	20.16623470	15.37394910
0.18832202	22.34234038	20.34447612	15.53155395
-0.94127852	21.40106186	19.39302790	14.55924337
1.44851490	22.84957676	20.83184872	15.97866888
0.86141838	23.71099514	21.68285378	16.80816186
-0.65513456	23.05586058	21.01688050	16.11944457
0.75889919	23.81475977	21.76527388	16.84613709
1.74083669	25.55559646	23.49523065	18.55331517
-0.23827793	25.31731853	23.24520804	18.27796769
-1.20424385	24.11307468	22.02934449	17.03720444
0.66070028	24.77377495	22.67903285	17.66386436
-0.70351546	24.07025949	21.96418070	16.92505647
-0.39570761	23.67455188	21.55749375	16.49553258
-1.86579402	21.80875786	19.68092368	14.59678046
0.11753658	21.92629444	19.78862226	14.68515266
-0.33872818	21.58756627	19.44000224	14.31708353
1.26695006	22.85451633	20.69723473	15.55542803
0.72934011	23.58385644	21.41622881	16.25368838
1.53555533	25.11941177	22.94107870	17.75676882
-0.35520243	24.76420934	22.57440860	17.36608834
0.07430258	24.83851192	22.63742680	17.40569345
1.70187865	26.54039057	24.32798956	19.07279550
-1.58414419	24.95624638	22.73168442	17.45054384
-0.90751573	24.04873064	21.81280568	16.50816190
-0.01949964	24.02923100	21.78240236	16.45567892
-0.62848040	23.40075060	21.14303348	15.79432005
0.56189910	23.96264970	21.69436370	16.32466208
0.07917919	24.04182889	21.76269843	16.37122458
0.91415897	24.95598786	22.66597877	17.25267382
-0.02165546	24.93433240	22.63299315	17.19654749
0.25191960	25.18625200	22.87359908	17.41410836
-0.32929845	24.85695355	22.53286669	17.05001650
-1.49256563	23.36438792	21.02903744	15.52338492
-0.46194142	22.90244649	20.55658413	15.03042775
-0.23174717	22.67069932	20.31456124	14.76864976
-0.68856430	21.98213502	19.61584220	14.05057769
-1.38839595	20.59373907	18.21764077	12.63410866
-1.18863173	19.40510734	17.01990249	11.42023396
0.01418830	19.41929564	17.02558297	11.41160462
-0.84764014	18.57165550	16.16943217	10.54116408
0.95796072	19.52961621	17.11931019	11.47806353
-0.02997713	19.49963908	17.08077554	11.42515322
-0.85254261	18.64709647	16.21969468	10.54978313
0.78574898	19.43284545	16.99733584	11.31445363
0.50654257	19.93938802	17.49538186	11.79838990
-2.25494441	17.68444361	15.23169195	9.51987229
2.99970985	20.68415345	18.22378785	12.50056142
0.12823807	20.81239152	18.34291630	12.60382335
0.22466230	21.03705382	18.55840944	12.80330320
0.88884463	21.92589845	19.43797718	13.66656681
-1.64771890	20.27817955	17.78054172	11.99154209
0.04309978	20.32127933	17.81475345	12.01068275
0.38243273	20.70371206	18.18828103	12.36911812
-2.21420204	18.48951002	15.96498712	10.13020257
-1.20449333	17.28501669	14.75251330	8.90546908
1.21405479	18.49907148	15.95919368	10.10173074
-0.76927730	17.72979418	15.18193877	9.31227016
0.09212481	17.82191899	15.26647451	9.38578904
1.24166030	19.06357930	16.50050348	10.60869653
1.15353916	20.21711846	17.64579446	11.74103950
-0.38891207	19.82820639	17.24806170	11.32866882
0.15476899	19.98297537	17.39420881	11.46080311
-0.25389692	19.72907845	17.13161695	11.18400749
1.16208104	20.89115949	18.28513433	12.32374287
1.74412159	22.63528108	20.02011564	14.04324160
-0.51153562	22.12374547	19.49857246	13.50364757
-0.56519162	21.55855385	18.92363399	12.91147564
0.49031583	22.04886967	19.40449037	13.37599432
-0.06671135	21.98215832	19.32807920	13.28255772
-0.84085496	21.14130336	18.47756261	12.41516419
1.49425793	22.63556129	19.96258407	13.88461661
-0.27775233	22.35780896	19.67485294	13.57912279
-0.16054779	22.19726116	19.50447018	13.39144389
-0.03681060	22.16045057	19.45790979	13.32787717
-0.28671362	21.87373695	19.16146964	13.01453444
0.19546179	22.06919874	19.34735309	13.18399317
0.88329751	22.95249625	20.22097935	14.04094904
1.59747378	24.54997003	21.80834516	15.61036899
1.38567860	25.93564862	23.18312231	16.96485805
-0.34007357	25.59557506	22.83146008	16.59088867
-0.46150585	25.13406921	22.35854135	16.09623420
-1.53191787	23.60215134	20.81544701	14.53215603
-2.27656992	21.32558142	18.52847197	12.22655085
0.61805683	21.94363825	19.13726688	12.82017902
0.02685682	21.97049507	19.15455746	12.82142110
0.65230821	22.62280328	19.79729078	13.44811209
-0.54450965	22.07829363	19.24288496	12.87673310
1.59701601	23.67530964	20.83028194	14.44802138
-0.35841128	23.31689837	20.46145812	14.06074294
0.64163368	23.95853205	21.09286363	14.67428324
0.07893493	24.03746699	21.16125477	14.72389894
0.77942405	24.81689104	21.93010084	15.47390462
-0.44762787	24.36926317	21.47151066	14.99535987
-0.31076785	24.05849532	21.15000974	14.65463127
0.34007541	24.39857073	21.47951279	14.96542671
0.53443726	24.93300799	22.00321298	15.46996302
-0.10923125	24.82377674	21.88298287	15.32982276
0.87801267	25.70178940	22.75005678	16.17720643
0.08508783	25.78687724	22.82377243	16.22997218
-1.31140693	24.47547031	21.50095647	14.88613774
0.22015008	24.69562039	21.71035876	15.07654530
0.71993686	25.41555725	22.41944315	15.76635921
1.20341118	26.61896843	23.61164741	16.93826918
0.24018295	26.85915138	23.84002749	17.14460944
-2.53823307	24.32091831	21.28987739	14.57212142
1.27689134	25.59780965	22.55612645	15.81989765
1.29165393	26.88946359	23.83650514	17.07994340
-0.27188586	26.61757773	23.55270401	16.77393180
-0.45258934	26.16498839	23.08834126	16.28782812
1.64680792	27.81179631	24.72360790	17.90209294
1.71248063	29.52427694	26.42372981	19.57880516
-0.16037534	29.36390160	26.25014591	19.37931134
0.57427471	29.93817631	26.81129882	19.91486616
-0.05878405	29.87939226	26.73911248	19.81629218
-0.96306973	28.91632252	25.76267653	18.81362947
-0.06769395	28.84862857	25.68210446	18.70834586
-0.85420836	27.99442021	24.81505825	17.81675820
1.72648257	29.72090278	26.52913639	19.50764286
0.26409832	29.98500109	26.77997346	19.73276488
-1.37274515	28.61225594	25.39384167	18.32059364
0.73631479	29.34857073	26.11746271	19.02030386
1.29533613	30.64390687	27.39974337	20.27763740
0.51793367	31.16184054	27.90398060	20.75505632
0.05070182	31.21254236	27.94073391	20.76428951
-0.49676483	30.71577752	27.43000221	20.22603760
0.65222064	31.36799817	28.06851128	20.83784660
1.00374645	32.37174462	29.05822698	21.79995900
-0.20562546	32.16611915	28.83807603	21.55077719
-0.27712724	31.88899191	28.54653336	21.23059147
-0.42327813	31.46571379	28.10898553	20.76489459
-0.88700448	30.57870931	27.20793007	19.83640182
0.46831306	31.04702236	27.66264257	20.26508172
-0.44622628	30.60079609	27.20258842	19.77836578
-0.11847840	30.48231768	27.07051213	19.62037018
2.79122623	33.27354391	29.84820649	22.37239489
-1.18222962	32.09131429	28.65105649	21.14546519
0.93846780	33.02978210	29.57520235	22.04168433
0.51577271	33.54555481	30.07619116	22.51341773
0.65295758	34.19851239	30.71411440	23.12139347
-0.91479166	33.28372073	29.78396952	22.16040523
-1.12454721	32.15917352	28.64453405	20.99158150
0.08339344	32.24256697	28.71360881	21.03303374
1.26285763	33.50542459	29.96211322	22.25386734
-1.96177396	31.54365064	27.98536195	20.24763013
-0.97833722	30.56531342	26.99303555	19.22883812
0.44687258	31.01218600	27.42641499	19.63729146
-0.62854846	30.38363754	26.78415675	18.96950766
0.38398045	30.76761799	27.15474847	19.31558701
-1.09837174	29.66924626	26.04280275	18.17862270
0.92281970	30.59206595	26.95260430	19.06512149
-2.34005273	28.25201323	24.59907864	16.68697662
0.12845743	28.38047066	24.71523961	16.78209345
-1.13368550	27.24678515	23.56919957	15.61487731
-0.44802685	26.79875830	23.10939107	15.13565191
-0.03468346	26.76407484	23.06315580	15.07072740
-1.70323067	25.06084417	21.34839644	13.33738539
-0.78703859	24.27380559	20.55068632	12.52369869
0.65756280	24.93136839	21.19797635	13.15623913
-2.97154269	21.95982570	18.21583732	10.15841026
-0.23944821	21.72037749	17.96728347	9.89866553
-0.50280119	21.21757631	17.45550089	9.37608680
0.63047354	21.84804984	18.07724885	9.98782690
-0.27660823	21.57144162	17.79160426	9.69126298
0.26435282	21.83579444	18.04706350	9.93625265
-1.53790879	20.29788564	16.50013344	8.37849121
-0.64934283	19.64854281	15.84254260	7.71240814
0.29378639	19.94232921	16.12840970	7.99078513
-2.14824632	17.79408289	13.97210120	5.82657322
2.19680480	19.99088769	16.16192169	8.01173651
-0.36605034	19.62483735	15.78779241	7.62967871
0.53232860	20.15716595	16.31222909	8.14676320
-0.75438229	19.40278365	15.54969272	7.37610367
-0.15558877	19.24719488	15.38633104	7.20577743
-0.05647066	19.19072421	15.32216913	7.13490961
0.39559062	19.58631484	15.71010059	7.51624468
0.43447762	20.02079246	16.13672512	7.93570483
1.11240433	21.13319678	17.24106310	9.03225360
1.35860883	22.49180561	18.59105355	10.37281598
-0.68673931	21.80506631	17.89502104	9.66535177
2.60152120	24.40658751	20.48759697	12.24756159
0.54491393	24.95150144	21.02226966	12.76800487
0.03537549	24.98687693	21.04713665	12.77786988
-0.57955358	24.40732336	20.45706213	12.17278610
1.24907757	25.65640092	21.69591373	13.39754242
-1.20802961	24.44837131	20.47703887	12.16274450
0.94715878	25.39553009	21.41396169	13.08560210
1.88313386	27.27866395	23.28639124	14.94259091
-0.12865316	27.15001079	23.14609780	14.78408244
0.96142621	28.11143701	24.09595386	15.71597004
-0.25995779	27.85147922	23.82395110	15.42461172
1.15411031	29.00558952	24.96615241	16.54790363
-0.81384858	28.19174094	24.13982387	15.70099231
1.95927355	30.15101449	26.08703053	17.62889526
1.52019189	31.67120638	27.59418216	19.11386459
-0.18218381	31.48902257	27.39820471	18.89349125
-0.07654265	31.41247992	27.30796638	18.77919939
-0.09126950	31.32121042	27.20304631	18.65040902
1.10052513	32.42173555	28.28997332	19.71367061
0.02906847	32.45080402	28.30490034	19.70335114
-0.71382400	31.73698002	27.57692742	18.95015982
1.15053200	32.88751202	28.71367440	20.06282937
0.67241526	33.55992728	29.37173641	20.69515907
-0.09415910	33.46576817	29.26289511	20.55965101
-0.39702871	33.06873946	28.85123861	20.12154409
1.21942889	34.28816836	30.05624549	21.30077011
1.16653248	35.45470083	31.20775360	22.42474362
-0.96740608	34.48729476	30.22474755	21.41253288
-1.40360876	33.08368600	28.80603020	19.96614185
-0.55156796	32.53211803	28.24006282	19.37468151
1.21608245	33.74820048	29.44202876	20.55205331
-0.35062709	33.39757339	29.07668434	20.16036320
-0.28977714	33.10779626	28.77237249	19.83030563
0.16171353	33.26950978	28.91970343	19.95239818
-0.23575756	33.03375222	28.66948963	19.67677569
0.79737298	33.83112520	29.45253145	20.43483445
-0.22807083	33.60305438	29.20973804	20.16593480
0.24609336	33.84914774	29.44123018	20.37173660
-0.38118886	33.46795888	29.04532439	19.94984498
-1.74919989	31.71875898	27.28160546	18.16078527
0.32869236	32.04745134	27.59666043	18.45319235
-1.34130672	30.70614462	26.24155883	17.07501613
-1.38743935	29.31870527	24.84100197	15.65346087
-0.54898790	28.76971737	24.27959668	15.07319734
-2.34787885	26.42183852	21.91958107	12.69520222
-0.02592728	26.39591125	21.88269674	12.64390992
0.52391041	26.91982165	22.39566853	13.14255777
-0.51821738	26.40160428	21.86625612	12.59808155
0.87491909	27.27652337	22.73024482	13.44782966
-1.57851176	25.69801161	21.14037078	11.84244912
-0.60422423	25.09378738	20.52557900	11.21456366
-2.21546231	22.87832507	18.29985647	8.97669463
-0.39484271	22.48348235	17.89586611	8.56391647
-0.11660677	22.36687558	17.77031365	8.43019898
1.47950523	23.84638081	19.24093594	9.89286066
1.67592042	25.52230123	20.90723830	11.54901514
0.08177216	25.60407339	20.97855945	11.60771234
0.51349496	26.11756835	21.48156775	12.09801508
1.22606484	27.34363319	22.69689449	13.29990807
-0.13526578	27.20836741	22.55028310	13.13806906
0.32255382	27.53092123	22.86156459	13.43437300
-0.37310920	27.15781203	22.47702747	13.03442190
0.78239063	27.94020266	23.24818239	13.79076974
-0.54434170	27.39586095	22.69221950	13.21887406
